PEP_ID;BBCH;YEAR;DAY
1291;87;1962;176
1370;87;1962;176
1544;87;1962;176
1934;87;1962;176
1943;87;1962;176
1975;87;1962;176
2008;87;1962;176
2040;87;1962;176
2131;87;1962;176
2133;87;1962;176
2139;87;1962;176
2282;87;1962;176
2289;87;1962;176
2323;87;1962;176
2598;87;1962;176
2652;87;1962;176
2755;87;1962;176
2806;87;1962;176
3016;87;1962;176
3247;87;1962;176
3258;87;1962;176
3259;87;1962;176
3261;87;1962;176
3329;87;1962;176
3512;87;1962;176
3539;87;1962;176
3563;87;1962;176
3774;87;1962;176
3792;87;1962;176
3866;87;1962;176
3867;87;1962;176
4085;87;1962;176
4210;87;1962;176
4277;87;1962;176
4290;87;1962;176
4306;87;1962;176
4310;87;1962;176
4340;87;1962;176
4354;87;1962;176
4394;87;1962;176
4400;87;1962;176
4415;87;1962;176
4504;87;1962;176
4615;87;1962;176
4617;87;1962;176
4669;87;1962;176
5422;87;1962;176
5457;87;1962;176
5524;87;1962;176
5544;87;1962;176
5607;87;1962;176
5617;87;1962;176
5704;87;1962;176
5814;87;1962;176
5866;87;1962;176
5886;87;1962;176
5920;87;1962;176
6018;87;1962;176
6079;87;1962;176
6108;87;1962;176
6136;87;1962;176
3699;87;1962;177
3928;87;1962;177
3959;87;1962;177
4207;87;1962;177
4241;87;1962;177
4297;87;1962;177
4324;87;1962;177
4706;87;1962;177
4714;87;1962;177
4966;87;1962;177
4983;87;1962;177
5103;87;1962;177
5247;87;1962;177
5526;87;1962;177
5646;87;1962;177
5689;87;1962;177
5923;87;1962;177
5952;87;1962;177
6011;87;1962;177
6046;87;1962;177
6117;87;1962;177
784;87;1962;177
859;87;1962;177
921;87;1962;177
1330;87;1962;177
1508;87;1962;177
1874;87;1962;177
2148;87;1962;177
2196;87;1962;177
2204;87;1962;177
2214;87;1962;177
2331;87;1962;177
2884;87;1962;177
3137;87;1962;177
3238;87;1962;177
3483;87;1962;177
97;87;1962;178
383;87;1962;178
456;87;1962;178
466;87;1962;178
773;87;1962;178
896;87;1962;178
1264;87;1962;178
1376;87;1962;178
1940;87;1962;178
2134;87;1962;178
2267;87;1962;178
2810;87;1962;178
3144;87;1962;178
3638;87;1962;178
4749;87;1962;178
4928;87;1962;178
4997;87;1962;178
5011;87;1962;178
5016;87;1962;178
5173;87;1962;178
5227;87;1962;178
5292;87;1962;178
5303;87;1962;178
5427;87;1962;178
5548;87;1962;178
5601;87;1962;178
5735;87;1962;178
5864;87;1962;178
5892;87;1962;178
6037;87;1962;178
6056;87;1962;178
6082;87;1962;178
6127;87;1962;178
3756;87;1962;179
3962;87;1962;179
4007;87;1962;179
4019;87;1962;179
4226;87;1962;179
4234;87;1962;179
4303;87;1962;179
4380;87;1962;179
4864;87;1962;179
4956;87;1962;179
5022;87;1962;179
5234;87;1962;179
5261;87;1962;179
5366;87;1962;179
5563;87;1962;179
5664;87;1962;179
5666;87;1962;179
5756;87;1962;179
5825;87;1962;179
5946;87;1962;179
6219;87;1962;179
6298;87;1962;179
6363;87;1962;179
446;87;1962;179
698;87;1962;179
707;87;1962;179
769;87;1962;179
776;87;1962;179
956;87;1962;179
1072;87;1962;179
1219;87;1962;179
1290;87;1962;179
1587;87;1962;179
1615;87;1962;179
1641;87;1962;179
1957;87;1962;179
2001;87;1962;179
2071;87;1962;179
2164;87;1962;179
2277;87;1962;179
2296;87;1962;179
2487;87;1962;179
2746;87;1962;179
2774;87;1962;179
2876;87;1962;179
3001;87;1962;179
3614;87;1962;179
250;87;1962;180
354;87;1962;180
614;87;1962;180
654;87;1962;180
696;87;1962;180
716;87;1962;180
747;87;1962;180
832;87;1962;180
1127;87;1962;180
1199;87;1962;180
1503;87;1962;180
1584;87;1962;180
1655;87;1962;180
1981;87;1962;180
2179;87;1962;180
2226;87;1962;180
2318;87;1962;180
2327;87;1962;180
3099;87;1962;180
3772;87;1962;180
3849;87;1962;180
3905;87;1962;180
3960;87;1962;180
4054;87;1962;180
4080;87;1962;180
4229;87;1962;180
4239;87;1962;180
4593;87;1962;180
4716;87;1962;180
5120;87;1962;180
5151;87;1962;180
5199;87;1962;180
5236;87;1962;180
5388;87;1962;180
5747;87;1962;180
5804;87;1962;180
5836;87;1962;180
6105;87;1962;180
6339;87;1962;180
6405;87;1962;180
3710;87;1962;181
3793;87;1962;181
3809;87;1962;181
3834;87;1962;181
3976;87;1962;181
4024;87;1962;181
4116;87;1962;181
4141;87;1962;181
4214;87;1962;181
4230;87;1962;181
4260;87;1962;181
4482;87;1962;181
4592;87;1962;181
4610;87;1962;181
4944;87;1962;181
4988;87;1962;181
5129;87;1962;181
5149;87;1962;181
5318;87;1962;181
5332;87;1962;181
5346;87;1962;181
5546;87;1962;181
5632;87;1962;181
6002;87;1962;181
6088;87;1962;181
6112;87;1962;181
6138;87;1962;181
6156;87;1962;181
6181;87;1962;181
6186;87;1962;181
6302;87;1962;181
398;87;1962;181
448;87;1962;181
656;87;1962;181
660;87;1962;181
680;87;1962;181
791;87;1962;181
923;87;1962;181
951;87;1962;181
1074;87;1962;181
1085;87;1962;181
1354;87;1962;181
1496;87;1962;181
1541;87;1962;181
1599;87;1962;181
1884;87;1962;181
1903;87;1962;181
1937;87;1962;181
2541;87;1962;181
2590;87;1962;181
2787;87;1962;181
2904;87;1962;181
2939;87;1962;181
3101;87;1962;181
3211;87;1962;181
3219;87;1962;181
3622;87;1962;181
3624;87;1962;181
467;87;1962;182
938;87;1962;182
1489;87;1962;182
1539;87;1962;182
1588;87;1962;182
1980;87;1962;182
2006;87;1962;182
2060;87;1962;182
2299;87;1962;182
2425;87;1962;182
2449;87;1962;182
2481;87;1962;182
2658;87;1962;182
3528;87;1962;182
3533;87;1962;182
3704;87;1962;182
3852;87;1962;182
4066;87;1962;182
4154;87;1962;182
4198;87;1962;182
4261;87;1962;182
4337;87;1962;182
4942;87;1962;182
5250;87;1962;182
5842;87;1962;182
5915;87;1962;182
5949;87;1962;182
6060;87;1962;182
3717;87;1962;183
3741;87;1962;183
3771;87;1962;183
4071;87;1962;183
4109;87;1962;183
4132;87;1962;183
4168;87;1962;183
4321;87;1962;183
5201;87;1962;183
5233;87;1962;183
5359;87;1962;183
5661;87;1962;183
5948;87;1962;183
6408;87;1962;183
173;87;1962;183
520;87;1962;183
597;87;1962;183
642;87;1962;183
932;87;1962;183
955;87;1962;183
971;87;1962;183
1118;87;1962;183
1119;87;1962;183
1326;87;1962;183
1691;87;1962;183
2430;87;1962;183
2823;87;1962;183
2857;87;1962;183
3158;87;1962;183
3527;87;1962;183
133;87;1962;184
377;87;1962;184
685;87;1962;184
1433;87;1962;184
2064;87;1962;184
2325;87;1962;184
2848;87;1962;184
3623;87;1962;184
3848;87;1962;184
3998;87;1962;184
4041;87;1962;184
4142;87;1962;184
4325;87;1962;184
5090;87;1962;184
5361;87;1962;184
5543;87;1962;184
4105;87;1962;185
4112;87;1962;185
4871;87;1962;185
6215;87;1962;185
6256;87;1962;185
6278;87;1962;185
6445;87;1962;185
194;87;1962;185
743;87;1962;185
834;87;1962;185
924;87;1962;185
960;87;1962;185
1460;87;1962;185
1515;87;1962;185
2302;87;1962;185
3125;87;1962;185
24;87;1962;186
372;87;1962;186
513;87;1962;186
621;87;1962;186
785;87;1962;186
798;87;1962;186
966;87;1962;186
1089;87;1962;186
1572;87;1962;186
1650;87;1962;186
2286;87;1962;186
2831;87;1962;186
2948;87;1962;186
3119;87;1962;186
3241;87;1962;186
3580;87;1962;186
3691;87;1962;186
3983;87;1962;186
4040;87;1962;186
4148;87;1962;186
4259;87;1962;186
4273;87;1962;186
4296;87;1962;186
5159;87;1962;186
5964;87;1962;186
6251;87;1962;186
6289;87;1962;186
6300;87;1962;186
3884;87;1962;187
4412;87;1962;187
20314;87;1962;187
44;87;1962;187
376;87;1962;187
1315;87;1962;187
2552;87;1962;187
2762;87;1962;187
3234;87;1962;187
3397;87;1962;187
3504;87;1962;187
3508;87;1962;187
189;87;1962;188
542;87;1962;188
1065;87;1962;188
1342;87;1962;188
2127;87;1962;188
2146;87;1962;188
3136;87;1962;188
3922;87;1962;188
3967;87;1962;188
4175;87;1962;188
5291;87;1962;188
6133;87;1962;188
6140;87;1962;188
4075;87;1962;189
4130;87;1962;189
4418;87;1962;189
5954;87;1962;189
6161;87;1962;189
6179;87;1962;189
360;87;1962;189
501;87;1962;189
556;87;1962;189
568;87;1962;189
1784;87;1962;189
1893;87;1962;189
2075;87;1962;189
2083;87;1962;189
2252;87;1962;189
3005;87;1962;189
3399;87;1962;189
3500;87;1962;189
3544;87;1962;189
244;87;1962;190
679;87;1962;190
2036;87;1962;190
3889;87;1962;190
3890;87;1962;190
4074;87;1962;190
4460;87;1962;190
6152;87;1962;190
6205;87;1962;190
3700;87;1962;191
3732;87;1962;191
3798;87;1962;191
4093;87;1962;191
4129;87;1962;191
4151;87;1962;191
4180;87;1962;191
4365;87;1962;191
4419;87;1962;191
4420;87;1962;191
4490;87;1962;191
5269;87;1962;191
5413;87;1962;191
6308;87;1962;191
6438;87;1962;191
85;87;1962;191
438;87;1962;191
569;87;1962;191
635;87;1962;191
650;87;1962;191
653;87;1962;191
721;87;1962;191
810;87;1962;191
901;87;1962;191
964;87;1962;191
1096;87;1962;191
1318;87;1962;191
1622;87;1962;191
1674;87;1962;191
1722;87;1962;191
1894;87;1962;191
1972;87;1962;191
2010;87;1962;191
2072;87;1962;191
2674;87;1962;191
2717;87;1962;191
3255;87;1962;191
3284;87;1962;191
3374;87;1962;191
3497;87;1962;191
3546;87;1962;191
3577;87;1962;191
678;87;1962;192
1698;87;1962;192
2421;87;1962;192
3418;87;1962;192
3473;87;1962;192
3581;87;1962;192
3868;87;1962;192
3963;87;1962;192
3982;87;1962;192
5283;87;1962;192
5602;87;1962;192
5773;87;1962;192
6314;87;1962;192
6231;87;1962;193
574;87;1962;193
711;87;1962;193
822;87;1962;193
1037;87;1962;193
1659;87;1962;193
1789;87;1962;193
2069;87;1962;193
2101;87;1962;193
2235;87;1962;193
2537;87;1962;193
3011;87;1962;193
3319;87;1962;193
3499;87;1962;193
1648;87;1962;194
2763;87;1962;194
3175;87;1962;194
3729;87;1962;194
5079;87;1962;194
5109;87;1962;194
5353;87;1962;194
5437;87;1962;194
6042;87;1962;194
3659;87;1962;195
3979;87;1962;195
174;87;1962;195
265;87;1962;195
563;87;1962;195
801;87;1962;195
868;87;1962;195
1676;87;1962;195
1966;87;1962;195
2665;87;1962;195
2731;87;1962;195
3347;87;1962;195
38;87;1962;196
43;87;1962;196
106;87;1962;196
108;87;1962;196
384;87;1962;196
425;87;1962;196
902;87;1962;196
1248;87;1962;196
1356;87;1962;196
1424;87;1962;196
1536;87;1962;196
1797;87;1962;196
1913;87;1962;196
2253;87;1962;196
2562;87;1962;196
2602;87;1962;196
3227;87;1962;196
3476;87;1962;196
3555;87;1962;196
3993;87;1962;196
4016;87;1962;196
4456;87;1962;196
4502;87;1962;196
4577;87;1962;196
5193;87;1962;196
6262;87;1962;196
6351;87;1962;196
4120;87;1962;197
4466;87;1962;197
5258;87;1962;197
5276;87;1962;197
6444;87;1962;197
152;87;1962;197
781;87;1962;197
819;87;1962;197
851;87;1962;197
1620;87;1962;197
1713;87;1962;197
1999;87;1962;197
2438;87;1962;197
3014;87;1962;197
3250;87;1962;197
3550;87;1962;197
877;87;1962;198
882;87;1962;198
3343;87;1962;198
4114;87;1962;198
4237;87;1962;198
5449;87;1962;198
6331;87;1962;198
6433;87;1962;198
3684;87;1962;199
3826;87;1962;199
3987;87;1962;199
4005;87;1962;199
4158;87;1962;199
4272;87;1962;199
1564;87;1962;199
1725;87;1962;199
2999;87;1962;199
1216;87;1962;200
1319;87;1962;200
1800;87;1962;200
1911;87;1962;200
2159;87;1962;200
3493;87;1962;200
3832;87;1962;200
3972;87;1962;201
4127;87;1962;201
192;87;1962;201
297;87;1962;201
511;87;1962;201
591;87;1962;201
692;87;1962;201
1167;87;1962;201
1214;87;1962;201
1352;87;1962;201
1628;87;1962;201
2126;87;1962;201
2187;87;1962;201
2221;87;1962;201
2523;87;1962;201
2684;87;1962;201
3322;87;1962;201
3554;87;1962;201
3597;87;1962;201
3640;87;1962;201
708;87;1962;202
813;87;1962;202
2273;87;1962;202
5249;87;1962;202
893;87;1962;203
1192;87;1962;203
1936;87;1962;203
3370;87;1962;203
3482;87;1962;203
37;87;1962;204
117;87;1962;204
1493;87;1962;204
1603;87;1962;204
1735;87;1962;204
1914;87;1962;204
2137;87;1962;204
5627;87;1962;204
6221;87;1962;204
5941;87;1962;205
6424;87;1962;205
223;87;1962;205
431;87;1962;205
436;87;1962;205
1160;87;1962;205
1510;87;1962;205
1764;87;1962;205
1850;87;1962;205
79;87;1962;206
212;87;1962;206
428;87;1962;206
1409;87;1962;206
2078;87;1962;206
4513;87;1962;206
5628;87;1962;206
6158;87;1962;206
5410;87;1962;207
6368;87;1962;207
1499;87;1962;207
1531;87;1962;207
571;87;1962;208
3656;87;1962;208
5565;87;1962;208
6188;87;1962;208
6426;87;1962;208
474;87;1962;209
553;87;1962;209
1007;87;1962;209
1549;87;1962;209
1796;87;1962;209
1870;87;1962;209
2455;87;1962;209
3385;87;1962;209
498;87;1962;210
1063;87;1962;210
2028;87;1962;210
1851;87;1962;211
2250;87;1962;211
3591;87;1962;211
4525;87;1962;211
1773;87;1962;212
172;87;1962;213
1361;87;1962;213
1758;87;1962;213
922;87;1962;214
1246;87;1962;214
1737;87;1962;215
175;87;1962;217
2231;87;1962;217
3409;87;1962;217
990;87;1962;218
1970;87;1962;219
1669;87;1962;220
2122;87;1962;220
4537;87;1962;220
918;87;1962;221
1175;87;1962;221
1527;87;1962;222
1633;87;1962;222
1852;87;1962;222
2234;87;1962;222
1562;87;1962;227
1807;87;1962;227
3396;87;1962;234
4409;87;1962;237
734;87;1962;240
1625;87;1962;240
1734;87;1962;240
2393;87;1963;140
2443;87;1963;141
2372;87;1963;142
1353;87;1963;146
2464;87;1963;146
3290;87;1963;146
3063;87;1963;147
1942;87;1963;148
2430;87;1963;148
2566;87;1963;148
3115;87;1963;148
1917;87;1963;149
2800;87;1963;149
2814;87;1963;149
3026;87;1963;149
3093;87;1963;149
3107;87;1963;149
1920;87;1963;150
2571;87;1963;150
2711;87;1963;150
2737;87;1963;150
2828;87;1963;150
3213;87;1963;150
2966;87;1963;151
4265;87;1963;151
5516;87;1963;152
1951;87;1963;152
2698;87;1963;152
2730;87;1963;152
2827;87;1963;152
3112;87;1963;152
3118;87;1963;152
3125;87;1963;152
3147;87;1963;152
3485;87;1963;152
1921;87;1963;153
2509;87;1963;153
2650;87;1963;153
2962;87;1963;153
3161;87;1963;153
3222;87;1963;153
4020;87;1963;153
4453;87;1963;153
4288;87;1963;154
4652;87;1963;154
1980;87;1963;154
2766;87;1963;154
488;87;1963;155
508;87;1963;155
1981;87;1963;155
2499;87;1963;155
2568;87;1963;155
2715;87;1963;155
3027;87;1963;155
3101;87;1963;155
3247;87;1963;155
4896;87;1963;155
3744;87;1963;156
3777;87;1963;156
3827;87;1963;156
3988;87;1963;156
4362;87;1963;156
4372;87;1963;156
4805;87;1963;156
6020;87;1963;156
602;87;1963;156
1433;87;1963;156
2014;87;1963;156
2016;87;1963;156
2383;87;1963;156
2590;87;1963;156
2729;87;1963;156
2794;87;1963;156
3141;87;1963;156
3622;87;1963;156
406;87;1963;157
1372;87;1963;157
1948;87;1963;157
2023;87;1963;157
2168;87;1963;157
2390;87;1963;157
2451;87;1963;157
2549;87;1963;157
2647;87;1963;157
2749;87;1963;157
3096;87;1963;157
3182;87;1963;157
3203;87;1963;157
3694;87;1963;157
4291;87;1963;157
4804;87;1963;157
5060;87;1963;157
6018;87;1963;157
4355;87;1963;158
4431;87;1963;158
5817;87;1963;158
1601;87;1963;158
1778;87;1963;158
1997;87;1963;158
2086;87;1963;158
2370;87;1963;158
2788;87;1963;158
2829;87;1963;158
3092;87;1963;158
1320;87;1963;159
1424;87;1963;159
1449;87;1963;159
1599;87;1963;159
2500;87;1963;159
2567;87;1963;159
2869;87;1963;159
4290;87;1963;159
4363;87;1963;159
4384;87;1963;159
4446;87;1963;159
5024;87;1963;159
5045;87;1963;159
3736;87;1963;160
4740;87;1963;160
4930;87;1963;160
5049;87;1963;160
5543;87;1963;160
5744;87;1963;160
5968;87;1963;160
6138;87;1963;160
2037;87;1963;160
2547;87;1963;160
452;87;1963;161
880;87;1963;161
1199;87;1963;161
1264;87;1963;161
1266;87;1963;161
1922;87;1963;161
1938;87;1963;161
1943;87;1963;161
1959;87;1963;161
2307;87;1963;161
2310;87;1963;161
2356;87;1963;161
2682;87;1963;161
2740;87;1963;161
2741;87;1963;161
2761;87;1963;161
2787;87;1963;161
2906;87;1963;161
2924;87;1963;161
2930;87;1963;161
3038;87;1963;161
3053;87;1963;161
3059;87;1963;161
3082;87;1963;161
3087;87;1963;161
3219;87;1963;161
3286;87;1963;161
4011;87;1963;161
4039;87;1963;161
4066;87;1963;161
4256;87;1963;161
4686;87;1963;161
5043;87;1963;161
5378;87;1963;161
5896;87;1963;161
6370;87;1963;161
4015;87;1963;162
4298;87;1963;162
4405;87;1963;162
4735;87;1963;162
4956;87;1963;162
4975;87;1963;162
5553;87;1963;162
6028;87;1963;162
685;87;1963;162
1501;87;1963;162
1677;87;1963;162
2133;87;1963;162
2305;87;1963;162
2508;87;1963;162
2569;87;1963;162
3579;87;1963;162
544;87;1963;163
614;87;1963;163
1085;87;1963;163
1119;87;1963;163
1184;87;1963;163
1291;87;1963;163
1417;87;1963;163
1718;87;1963;163
1989;87;1963;163
2042;87;1963;163
2214;87;1963;163
2269;87;1963;163
2360;87;1963;163
3023;87;1963;163
3024;87;1963;163
3061;87;1963;163
3109;87;1963;163
3173;87;1963;163
3234;87;1963;163
4016;87;1963;163
4112;87;1963;163
4177;87;1963;163
4608;87;1963;163
4615;87;1963;163
4635;87;1963;163
4690;87;1963;163
4843;87;1963;163
4914;87;1963;163
4942;87;1963;163
5069;87;1963;163
5149;87;1963;163
5529;87;1963;163
5813;87;1963;163
5929;87;1963;163
6035;87;1963;163
6079;87;1963;163
6211;87;1963;163
4324;87;1963;164
4346;87;1963;164
4692;87;1963;164
4838;87;1963;164
5022;87;1963;164
5503;87;1963;164
5507;87;1963;164
5579;87;1963;164
5587;87;1963;164
5660;87;1963;164
5739;87;1963;164
5819;87;1963;164
5871;87;1963;164
5892;87;1963;164
6023;87;1963;164
6127;87;1963;164
525;87;1963;164
990;87;1963;164
1427;87;1963;164
1496;87;1963;164
1933;87;1963;164
2008;87;1963;164
2373;87;1963;164
2659;87;1963;164
363;87;1963;165
383;87;1963;165
521;87;1963;165
600;87;1963;165
1102;87;1963;165
1315;87;1963;165
1934;87;1963;165
1991;87;1963;165
2287;87;1963;165
2389;87;1963;165
2434;87;1963;165
2436;87;1963;165
2648;87;1963;165
2791;87;1963;165
2908;87;1963;165
2959;87;1963;165
3105;87;1963;165
3154;87;1963;165
3484;87;1963;165
3723;87;1963;165
3740;87;1963;165
3826;87;1963;165
4166;87;1963;165
4343;87;1963;165
4482;87;1963;165
4632;87;1963;165
4639;87;1963;165
4664;87;1963;165
4864;87;1963;165
5234;87;1963;165
5514;87;1963;165
5592;87;1963;165
3693;87;1963;166
3726;87;1963;166
3733;87;1963;166
3943;87;1963;166
3960;87;1963;166
4002;87;1963;166
4040;87;1963;166
4085;87;1963;166
4091;87;1963;166
4116;87;1963;166
4141;87;1963;166
4189;87;1963;166
4197;87;1963;166
4286;87;1963;166
4297;87;1963;166
4331;87;1963;166
4333;87;1963;166
4380;87;1963;166
4400;87;1963;166
4669;87;1963;166
4687;87;1963;166
4784;87;1963;166
4862;87;1963;166
4913;87;1963;166
5346;87;1963;166
5371;87;1963;166
5533;87;1963;166
5646;87;1963;166
5836;87;1963;166
5867;87;1963;166
5918;87;1963;166
5952;87;1963;166
5958;87;1963;166
6031;87;1963;166
720;87;1963;166
785;87;1963;166
787;87;1963;166
972;87;1963;166
987;87;1963;166
1176;87;1963;166
1366;87;1963;166
1408;87;1963;166
1568;87;1963;166
1619;87;1963;166
1662;87;1963;166
1808;87;1963;166
1899;87;1963;166
1908;87;1963;166
1950;87;1963;166
1990;87;1963;166
1992;87;1963;166
1996;87;1963;166
2001;87;1963;166
2374;87;1963;166
2448;87;1963;166
2452;87;1963;166
2470;87;1963;166
2522;87;1963;166
2533;87;1963;166
2658;87;1963;166
2691;87;1963;166
2731;87;1963;166
2810;87;1963;166
2830;87;1963;166
2996;87;1963;166
3031;87;1963;166
3139;87;1963;166
3200;87;1963;166
3261;87;1963;166
3559;87;1963;166
3563;87;1963;166
485;87;1963;167
513;87;1963;167
557;87;1963;167
589;87;1963;167
594;87;1963;167
703;87;1963;167
781;87;1963;167
806;87;1963;167
1290;87;1963;167
1425;87;1963;167
1673;87;1963;167
1730;87;1963;167
2179;87;1963;167
2200;87;1963;167
2385;87;1963;167
2742;87;1963;167
3064;87;1963;167
3144;87;1963;167
3706;87;1963;167
3710;87;1963;167
3876;87;1963;167
4809;87;1963;167
4811;87;1963;167
4848;87;1963;167
5427;87;1963;167
5546;87;1963;167
5664;87;1963;167
5729;87;1963;167
5814;87;1963;167
5888;87;1963;167
5986;87;1963;167
6016;87;1963;167
6215;87;1963;167
4394;87;1963;168
4461;87;1963;168
4609;87;1963;168
4696;87;1963;168
4830;87;1963;168
4952;87;1963;168
4966;87;1963;168
5159;87;1963;168
5233;87;1963;168
5388;87;1963;168
5471;87;1963;168
5509;87;1963;168
5686;87;1963;168
5689;87;1963;168
5704;87;1963;168
6088;87;1963;168
98;87;1963;168
250;87;1963;168
427;87;1963;168
688;87;1963;168
859;87;1963;168
1351;87;1963;168
1999;87;1963;168
2019;87;1963;168
2292;87;1963;168
2357;87;1963;168
2534;87;1963;168
2587;87;1963;168
2634;87;1963;168
2824;87;1963;168
2831;87;1963;168
3058;87;1963;168
3073;87;1963;168
3095;87;1963;168
3119;87;1963;168
102;87;1963;169
155;87;1963;169
432;87;1963;169
449;87;1963;169
507;87;1963;169
524;87;1963;169
556;87;1963;169
656;87;1963;169
747;87;1963;169
757;87;1963;169
911;87;1963;169
917;87;1963;169
931;87;1963;169
977;87;1963;169
1074;87;1963;169
1126;87;1963;169
1127;87;1963;169
1588;87;1963;169
1615;87;1963;169
1776;87;1963;169
2318;87;1963;169
2348;87;1963;169
2352;87;1963;169
2381;87;1963;169
2708;87;1963;169
2744;87;1963;169
2806;87;1963;169
2896;87;1963;169
2969;87;1963;169
3028;87;1963;169
3210;87;1963;169
3423;87;1963;169
3545;87;1963;169
3560;87;1963;169
3703;87;1963;169
3727;87;1963;169
3890;87;1963;169
4198;87;1963;169
4294;87;1963;169
4299;87;1963;169
4321;87;1963;169
4340;87;1963;169
4345;87;1963;169
4347;87;1963;169
4364;87;1963;169
4378;87;1963;169
4418;87;1963;169
4436;87;1963;169
4716;87;1963;169
4754;87;1963;169
4820;87;1963;169
4928;87;1963;169
5250;87;1963;169
5258;87;1963;169
5422;87;1963;169
5548;87;1963;169
5666;87;1963;169
6011;87;1963;169
6289;87;1963;169
6375;87;1963;169
3748;87;1963;170
4239;87;1963;170
4791;87;1963;170
4906;87;1963;170
4917;87;1963;170
4983;87;1963;170
4997;87;1963;170
5120;87;1963;170
5537;87;1963;170
5617;87;1963;170
5804;87;1963;170
5842;87;1963;170
5966;87;1963;170
6102;87;1963;170
6108;87;1963;170
6117;87;1963;170
6231;87;1963;170
6251;87;1963;170
6372;87;1963;170
464;87;1963;170
540;87;1963;170
642;87;1963;170
769;87;1963;170
1079;87;1963;170
1089;87;1963;170
1100;87;1963;170
1564;87;1963;170
1584;87;1963;170
2049;87;1963;170
2054;87;1963;170
2198;87;1963;170
2755;87;1963;170
2898;87;1963;170
3014;87;1963;170
3091;87;1963;170
3633;87;1963;170
108;87;1963;171
354;87;1963;171
398;87;1963;171
425;87;1963;171
450;87;1963;171
500;87;1963;171
523;87;1963;171
552;87;1963;171
553;87;1963;171
696;87;1963;171
758;87;1963;171
801;87;1963;171
808;87;1963;171
871;87;1963;171
945;87;1963;171
1054;87;1963;171
1160;87;1963;171
1376;87;1963;171
1622;87;1963;171
1655;87;1963;171
1874;87;1963;171
1937;87;1963;171
1974;87;1963;171
2146;87;1963;171
2204;87;1963;171
2274;87;1963;171
2289;87;1963;171
2296;87;1963;171
2303;87;1963;171
2449;87;1963;171
2718;87;1963;171
2769;87;1963;171
2826;87;1963;171
2857;87;1963;171
2864;87;1963;171
2926;87;1963;171
2960;87;1963;171
2970;87;1963;171
2972;87;1963;171
3041;87;1963;171
3099;87;1963;171
3126;87;1963;171
3158;87;1963;171
3231;87;1963;171
3256;87;1963;171
3469;87;1963;171
3738;87;1963;171
3767;87;1963;171
3810;87;1963;171
3834;87;1963;171
3867;87;1963;171
3896;87;1963;171
3962;87;1963;171
3983;87;1963;171
3987;87;1963;171
4032;87;1963;171
4041;87;1963;171
4045;87;1963;171
4067;87;1963;171
4068;87;1963;171
4103;87;1963;171
4149;87;1963;171
4172;87;1963;171
4175;87;1963;171
4207;87;1963;171
4246;87;1963;171
4328;87;1963;171
4365;87;1963;171
4386;87;1963;171
4437;87;1963;171
4448;87;1963;171
4944;87;1963;171
5103;87;1963;171
5231;87;1963;171
5318;87;1963;171
5414;87;1963;171
5604;87;1963;171
5864;87;1963;171
5913;87;1963;171
6046;87;1963;171
6380;87;1963;171
3739;87;1963;172
3849;87;1963;172
3951;87;1963;172
4185;87;1963;172
4296;87;1963;172
4419;87;1963;172
4619;87;1963;172
4933;87;1963;172
5107;87;1963;172
5201;87;1963;172
5386;87;1963;172
5964;87;1963;172
6373;87;1963;172
6438;87;1963;172
171;87;1963;172
311;87;1963;172
542;87;1963;172
663;87;1963;172
865;87;1963;172
883;87;1963;172
986;87;1963;172
1219;87;1963;172
1409;87;1963;172
2270;87;1963;172
2481;87;1963;172
3343;87;1963;172
83;87;1963;173
93;87;1963;173
94;87;1963;173
372;87;1963;173
496;87;1963;173
511;87;1963;173
572;87;1963;173
574;87;1963;173
896;87;1963;173
906;87;1963;173
1124;87;1963;173
1508;87;1963;173
1510;87;1963;173
1589;87;1963;173
1630;87;1963;173
1855;87;1963;173
1894;87;1963;173
1936;87;1963;173
2221;87;1963;173
2323;87;1963;173
2598;87;1963;173
2989;87;1963;173
3102;87;1963;173
3258;87;1963;173
3809;87;1963;173
3866;87;1963;173
4079;87;1963;173
4142;87;1963;173
4229;87;1963;173
4241;87;1963;173
4374;87;1963;173
4617;87;1963;173
4858;87;1963;173
5173;87;1963;173
5207;87;1963;173
5331;87;1963;173
5376;87;1963;173
5526;87;1963;173
5762;87;1963;173
5920;87;1963;173
6002;87;1963;173
6045;87;1963;173
3889;87;1963;174
3984;87;1963;174
4024;87;1963;174
4412;87;1963;174
4722;87;1963;174
5382;87;1963;174
5416;87;1963;174
5466;87;1963;174
5621;87;1963;174
5756;87;1963;174
5866;87;1963;174
5949;87;1963;174
6161;87;1963;174
6179;87;1963;174
6300;87;1963;174
6339;87;1963;174
6405;87;1963;174
172;87;1963;174
194;87;1963;174
269;87;1963;174
499;87;1963;174
629;87;1963;174
810;87;1963;174
1112;87;1963;174
1698;87;1963;174
2122;87;1963;174
2196;87;1963;174
2267;87;1963;174
2328;87;1963;174
2396;87;1963;174
846;87;1963;175
985;87;1963;175
1628;87;1963;175
1629;87;1963;175
1650;87;1963;175
1737;87;1963;175
1807;87;1963;175
1911;87;1963;175
1957;87;1963;175
1975;87;1963;175
2062;87;1963;175
2551;87;1963;175
2552;87;1963;175
2751;87;1963;175
2876;87;1963;175
3016;87;1963;175
3165;87;1963;175
3539;87;1963;175
3614;87;1963;175
3663;87;1963;175
3700;87;1963;175
3905;87;1963;175
3959;87;1963;175
