"site","year","gddreq","leafout_date"
41,4,280.30529431749,160
41,5,207.342645536069,145
41,6,317.660370066498,160
41,7,200,147
41,8,255.293981746722,157
41,9,234.552649288395,149
41,10,201.127179109856,147
41,11,200,145
41,12,223.533689812357,152
41,13,200,144
41,14,200,145
41,15,233.925716496224,148
41,16,200,142
41,17,279.071807635236,163
41,18,204.823349858596,147
41,19,288.3189511261,163
41,20,254.665132675715,156
41,21,207.513905428336,146
41,22,203.01681763151,145
41,23,200,151
41,24,254.026431960642,152
41,25,300.531739376967,161
41,26,226.466828615726,147
41,27,200,150
41,28,217.723569013462,147
41,29,266.238508543367,158
41,30,278.791258068295,156
42,1,200,140
42,2,237.917466042051,151
42,3,200,146
42,4,200,146
42,5,200,146
42,6,241.519816300922,152
42,7,200,144
42,8,216.865371904616,146
42,9,229.269859983539,155
42,10,243.213367582192,153
42,11,256.348405524062,149
42,12,223.5680734402,150
42,13,200,147
42,14,200,143
42,15,237.964498446299,151
42,16,200,147
42,17,223.931926544151,149
42,18,220.697997369772,147
42,19,200,141
42,20,204.227303182719,147
42,21,228.286613964696,148
42,22,279.517190126064,159
42,23,215.751641316165,147
42,24,264.059420824543,150
42,25,300.946789010341,161
42,26,200,150
42,27,200,151
42,28,224.130060801258,149
42,29,353.115938633724,169
42,30,215.043401987869,143
43,1,220.919845238355,152
43,2,231.227963188263,152
43,3,207.83183782623,147
43,4,280.092304965012,152
43,5,280.142275165999,158
43,6,261.264106649589,154
43,7,200,141
43,8,200,143
43,9,237.046327528218,155
43,10,216.251531420191,142
43,11,221.058685936621,149
43,12,229.52823334595,149
43,13,237.16664907742,145
43,14,200,155
43,15,284.773185958415,164
43,16,200,142
43,17,200,146
43,18,229.798975048703,147
43,19,262.921310806388,154
43,20,252.508411377712,153
43,21,230.285616047479,147
43,22,259.667742260175,147
43,23,272.960037642891,161
43,24,200,143
43,25,305.645544031241,163
43,26,204.456380686275,150
43,27,200,141
43,28,239.743819854625,153
43,29,219.18156338217,145
43,30,200,149
44,1,308.951627415649,158
44,2,271.810507439186,153
44,3,200,153
44,4,200,149
44,5,200,149
44,6,200,146
44,7,200,151
44,8,200,151
44,9,236.285618711639,150
44,10,200,147
44,11,236.240703852219,145
44,12,200,142
44,13,216.335896138316,146
44,14,216.398015280299,148
44,15,209.835111799425,147
44,16,218.067765647685,141
44,17,220.282406932017,145
44,18,200,150
44,19,207.798187231253,155
44,20,293.042817747772,161
44,21,283.761107627308,161
44,22,265.113715301854,153
44,23,249.388517105043,149
44,24,205.963793660727,146
44,25,214.583586416381,148
44,26,234.687379972315,152
44,27,200,152
44,28,200,143
44,29,319.762340403793,156
44,30,221.032021913655,146
45,1,287.760372301645,154
45,2,200,142
45,3,200,146
45,4,229.502359196785,143
45,5,273.860238376978,153
45,6,200,146
45,7,200,148
45,8,289.595525685043,159
45,9,269.843824231543,149
45,10,242.559903810509,155
45,11,224.486658417617,147
45,12,244.94634860758,145
45,13,212.661369068141,143
45,14,200,144
45,15,276.084537408445,154
45,16,241.861169588462,153
45,17,211.297090762646,133
45,18,268.873979739876,152
45,19,245.803388828582,150
45,20,200,153
45,21,200,145
45,22,246.603389803317,153
45,23,200,151
45,24,209.099535351374,141
45,25,298.666928229219,159
45,26,223.39469965574,151
45,27,229.610504175833,151
45,28,200,139
45,29,202.163444150757,142
45,30,251.99627935085,156
